,categories/0,categories/1,categories/2,categories/3,categoryName,isLocalGuide,language,publishAt,publishedAtDate,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewerNumberOfReviews,reviewsCount,stars,state,text,title,categories/4,responseFromOwnerDate,responseFromOwnerText,categories/5,categories/6,categories/7,categories/8,categories/9,sentiment,year_published,review_text_count,cleaned_text
20,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-07-26T08:38:08.900Z,No,Weekday,No wait,66,1196,5,Northern Territory,"Awesome experience, we brought the combo ticket for here and the RFDS- definitely well worth it. The museum has so much to see and great movies to tell you the story of aviation and the Bombing of Darwin. The planes, engines etc are wonderful and so well maintained. Great job everyone.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,51,great place spend time learn history geology cyclone tracey incredible exhibition give witness devastation tracey brought upon darwin
21,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-08-04T20:21:19.424Z,No,Weekend,No wait,166,1196,5,Northern Territory,Make sure you have plenty of time to look around.. it's a massive place with lots to read and look at.. the great way to learn more about Darwin.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,29,certainly worth visiting exhibit top class easily reached public transport also great place cool gaining knowledge time
22,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 months ago,2025-05-07T02:27:03.665Z,No,Weekday,No wait,7,1196,5,Northern Territory,"If you love planes and history, this is a must see. Absolutely a highlight for our Darwin stay.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,18,small museum interesting exhibition one regarding cyclone tracy fancy interesting piece worth visit town probably spend one hour ish inside
23,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-08-12T08:47:58.223Z,No,Weekday,No wait,50,1196,5,Northern Territory,"Pretty amazing museum
Lots to see and info to read. The B52 looms over everything which is pretty amazing. Lots of history on Darwin. Old Japanese plane wrecks. Only one thing could make this place better is being able to go in the B52!!! Don't come here in a hurry to get through it. Take your time. Really worth the entry fee.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,61,wow kid thought place going boring loved spent 2 hour exploring learning rfd attack darwin 1942 definitely watch 20 min movie attack vr headset love
24,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2023-09-29T06:29:58.581Z,No,Weekday,No wait,483,1196,5,Northern Territory,"We spent a good hour and a half here checking out the impressive collection of aircraft inside the fan cooled hangar.  It was smoking hot the day we visited so we passed on the planes outside in the sun. The writeups were interesting and informative. It is an excellent collection. The highlight has to be the B-52.  What a monster aircraft!

If you enjoy planes you'll get a kick out of this place.  Well worth the $16/adult entrance fee.  Bring some water if the day is hot or you can buy it at the front desk.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,99,small museum art gallery easily done hour admission free also outdoor section café check
25,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-02-07T03:29:49.345Z,No,Weekend,No wait,65,1196,5,Northern Territory,"Our family recently visit the Darwin Aviation Museum and we were very impressed! Dozens of aircraft, engines and other vehicles are on display, including the only B-52 on display in the Southern Hemisphere and one of three outside the United States. Also on display were various historical items such as uniforms, medals, models and relics from air crashes and the 1942 bombing of Darwin. There is also an excellent and well-stocked shop where I was able to buy lots of toys, models and souvenirs for the family. Highly recommended!!",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,89,wonderful exhibition one megafauna cyclone tracy particularly good
26,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-08-08T11:38:49.486Z,No,Weekday,No wait,279,1196,5,Northern Territory,"Being honest, it wasn't my cup of tea 😀 but my husband and brother loved it. Spent a lot of time looking at all the amazing planes and aircraft. Even had a full B52 bomber which was amazing. More planes outside too. A small viewing platform to take a pic of the B52.
Good variety in the gift shop with some reasonable priced souvenirs.
Staff very helpful.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,65,fascinating day museum daughter wonderful time museum art gallery northern territory today stunning local art fascinating natural history exhibit much explore learn together perfect mix fun education u
27,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-05-07T01:51:51.189Z,Not sure,Weekday,No wait,155,1196,5,Northern Territory,Excellent display of aircraft well set out. Heaps of information re wartime Darwin. The major draw card is a B52 bomber it is huge. The hanger was purpose built for it. We spent 2 hours there and were sorry we had arranged a 2 hour pickup we could have easily spent more time there.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,54,museum full information indigenous nt history spent hour cafe reasonably priced lovey food drink
28,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-09-04T10:26:55.204Z,Not sure,Weekend,No wait,91,1196,5,Northern Territory,This place is super cool and very informative. The B-52 (not love shack variety) is sooooo massive. The F1-11 was my favourite jet as a kid and it was awesome to see one close up,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,35,great museum really well presented wish allocated much time
29,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-07-16T11:44:49.393Z,No,Weekday,No wait,399,1196,5,Northern Territory,This would be a place that I would visit often. So much to see and appreciate. Being able to see some of these aircraft again and up close is just great. Comparing a B52 size to a bi plane in close proximity is something.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,44,wonderful museum visit lot tell darwin history colonial cyclone tracy rebuilt came many interactive exhibition made visit felt engaging would highly recommend
30,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-07-21T07:09:14.256Z,No,Weekday,No wait,15,1196,4,Northern Territory,"A nice little museum...had some excellent exhibits including an FA18, F111, B52 and a great display on the 1919 England to Australia air race.
Very friendly staff.
Parked right out the front and walked straight in without any wait.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,37,lot eyecatching display nt flora fauna geology culture art cyclone tracey free parking available site
31,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 weeks ago,2025-08-30T01:49:57.310Z,No,Weekday,No wait,129,1196,5,Northern Territory,Fantastic place if you are in Darwin you have to go.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,11,free plenty see spend hour good whole family
32,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-08-04T00:04:48.921Z,No,Weekday,No wait,281,1196,5,Northern Territory,"It's a large display with restored planes and also wreckage from various planes from the war. The B52 certainly looms over the other exhibits. It's massive to see in person. There are also lots of displays about our early aviation and aviators and also about Cyclone Tracy. All the displays tell good in-depth stories of their history.

We have a small dog 🐕, and upon asking, I was allowed to take her in on the condition that I carry her as they have no insurance to cover dog incidents. I was very grateful that I could take her in and didn't mind carrying her, so that was OK.

The staff was very friendly.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,111,cute need take museum context excellent job telling local story darwin history people many way lack boat say appreciated aboriginal art larger australian museum isnt lourve doesnt claim excellent local flavor make stop
33,Museum,Event venue,Heritage museum,History museum,Museum,True,en,11 months ago,2024-10-04T03:22:01.739Z,Yes,Weekday,No wait,30,1196,4,Northern Territory,"An interesting place to see various types of aircraft and also learn some of our war time history.
Younger ones might be inclined to get bored while parents read the information on the plaques.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Neutral,2024,33,really fantastic wish could spent longer think everyones list visit area
34,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 months ago,2025-04-22T23:17:36.433Z,No,Weekday,No wait,278,1196,4,Northern Territory,Great collection of varied aircraft. Note worthy are the bits and pieces of warbirds recovered. Lots of stories about serving personnel and aviation history. Gift shop has an impressive amount of appropriate related items for purchase at very reasonable prices. Ladies at counter nice and helpful,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,46,loved indigenous art gallery gallery interesting along small maritine
35,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 weeks ago,2025-08-29T08:26:26.006Z,No,Weekend,No wait,28,1196,5,Northern Territory,Took my family here for my son’s birthday as he is obsessed with planes at the moment and he definitely got his fix here! The variety and information is absolutely amazing we all loved it and will definitely be going back as I’m pretty sure we’d find more things we missed first time round!,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,54,loved organized gallery museum everything clearly marked labeled provides opportunity learn item free enter donation box highly recommend contributing effort maintain fantastic instructional informative gallery enjoyed learning northern territory history cyclone exhibit informative loved onsite gift shop take backpack inside offer secure space bag
36,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-06-30T02:14:25.927Z,No,Weekday,No wait,563,1196,5,Northern Territory,"You can easily spend a day here. Very informative, beaut displays",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,11,nt museum art gallery great collection interesting exhibit eye popping art huge took hour get around well worth effort entry free
37,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-07-09T04:44:37.665Z,Not sure,Weekend,No wait,127,1196,4,Northern Territory,"Good museum! Buy a package with visual effects for family, but need to go to the CBD to watch it. The museum is just ok, not too many things to explore.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,31,outstanding experience informative display give huge insight territorian life culture display cyclone tracey superb sobering definitely recommend visit darwin free entry free parking also cafe tranquil setting sea water view
38,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-05-29T04:27:30.217Z,No,Weekday,No wait,34,1196,5,Northern Territory,"Spent 2.5 hours here. Great displays, so much to see and wow the B52 is enormous. There’s even a TV in the bottom of the fuselage to watch videos of it in flight and learn more.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,36,best tourist place darwin see darwin informative nice staff vr amazing free shuttle bus attraction place nearby spend rest day also water front eating place next museum good lunch
39,Museum,Event venue,Heritage museum,History museum,Museum,True,en,8 months ago,2024-12-28T01:49:08.441Z,No,Weekend,No wait,974,1196,4,Northern Territory,Above average aviation museum with the great B-52 on display. Just wish it was more interactive.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,16,modern neat tidy relatively small museum unfortunately cyclone tracey exhibit closed due renovation upcoming 50th anniversary hard tried wasnt able appreciate art exhibit natural exhibit good undercover outdoor small marine exhibit given temperature humidity day unbearable walk around museum entry free staff helpful friendly overall worth visit
40,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 months ago,2025-05-12T02:59:23.812Z,No,Weekend,No wait,71,1196,5,Northern Territory,"I rated the museum highly because I'm an aviation nut. I grew up making aircraft models and even flew in a tiger moth back in the day. The highlight for me was the display on the air race from UK to Australia in 1913. I would have liked to have peeked inside some of the aircraft a little more, especially the Orion parked outside.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,64,museum free enter packed wonderful exhibit information geographical location history culture aboriginal art luved well worth visit darwin city
41,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2023-11-10T05:27:40.506Z,No,Weekday,No wait,164,1196,5,Northern Territory,"Excellent museum with good Australian history, including Japanese and a couple of the USA as well. If you are in Darwin and interested in your aviation history, this is a great museum to visit",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,34,brilliant museum adult child free entry donation suggested pushed informative brilliant display really lovely indigenous artwork cyclone tracy display display wet v dry season nt display local wildlife day went treasure hunt kid find lego mini figure exhibit ingenious idea fun adult kid alike
42,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 years ago,2022-06-27T08:41:09.418Z,No,Weekday,No wait,369,1196,4,Northern Territory,"Great place if you are into Aviation. There are 3 video presentations, lots of aircraft including the b52. Parking is easy and 2hours should give you time for a detailed overview. We got a combination ticket when buying our RFDS tickets to save a few bucks.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,46,enjoyed watching vertual reality goggle hologram john flynn flying doctor 3d virtual reality bombing darwin harbour
43,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-05-28T22:46:44.603Z,No,Weekday,No wait,57,1196,5,Northern Territory,"If you are interested in aviation and the Bombing of Darwin, then this is a great opportunity to learn about some history of Darwin in WWII. Great displays of planes. And to see the last B-52 that flew into Australia on display is pretty cool.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,45,love amazing museum need least 1hour half see everything best part free
44,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-07-30T12:43:21.912Z,Not sure,Weekday,No wait,378,1196,4,Northern Territory,"Really fun medium sized museum with excellent static displays and some great videos for ww2 and info on womans aviation in the area and beyond. One of the guys at the ticket desk/shop could do with a little training on how to be more pleasant to paying customers but on the whole, a great place to visit.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,57,must see darwin cyclone tracey exhibit must
45,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-08-11T00:43:08.044Z,Yes,Weekend,No wait,26,1196,5,Northern Territory,"Wonderful planes and staff, was just disappointed as we could not go in cockpit. We were advised on our exit that cockpit sitting is only on certain days, please check their website or call to avoid disappointment:) but well worth the trip!",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,42,excellent informative display rfd history bombing darwin vr experience terrific
46,Museum,Event venue,Heritage museum,History museum,Museum,False,en,2 months ago,2025-07-04T11:31:10.064Z,No,Weekday,No wait,3,1196,5,Northern Territory,Magnificent display....more should be known about Darwin in WW2...the aviation museum gives a fantastic insight into Australia's wartime history..take your time when you visit and soak it all in Lest We Forget,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,32,good place visit want learn cyclone tracy fantastic display animal sealife great display art gallery great highly recommend visit free entry gift shop site cafe
47,Museum,Event venue,Heritage museum,History museum,Museum,True,en,Edited a year ago,2024-07-20T14:28:24.293Z,No,Weekend,No wait,19,1196,5,Northern Territory,Wow!! Love this place. Great being able to get up close to these wonderful planes. Lots to see and read. Will visit again,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,23,great museum well designed laid lot taxidermy animal help show size colour exhibit well covering history darwin city part austronesian area huge area full sized boat sea craft particularly cool
48,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-07-29T11:05:53.192Z,No,Weekday,No wait,138,1196,4,Northern Territory,It's interesting to remind us of what happened in our past and the hardships they endured.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,16,wonderful institution natural social history well superlative national indigenous art award exhibition contemporary visual art programming bonus decent cafe million dollar view darwin ski club next door always worth stop see whats inside
49,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2022-10-03T07:16:07.149Z,No,Weekday,No wait,1007,1196,5,Northern Territory,"Better using Google map to get here (GPS is chaotic).
Easy parking. Admission Fee: $16/adults.
A lot of aircraft models and souvenirs in the air conditioned gift shop.
Then, all are about aviation in the showroom: 3 videos,  pictures, photos, stories, Air force, Quatus, and various aircraft including B52, James bond's aircraft.... Very close up to many aircrafts, only not sit in.
No air-conditioning in the showroom but good ventilation as many electric fans.
Outdoor: old aircrafts and helicopters.
Senior staff are nice.
Spent ~2hrs",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,79,expectation glad decided visit easily spent couple hour could spent longer loved modern art cyclone tracey display boat fantastic available free charge definitely visit next darwin
50,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-07-18T03:19:43.584Z,Yes,Weekday,No wait,34,1196,4,Northern Territory,"Interesting collection of planes, some  artefact exhibits a little dusty in appearance and explanation. Gift shop was not quite as big as the resident B52.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Negative,2025,26,highly recommend visitthe staff friendly helpful entrance free great exhibition indigenous artist work terrifying display creature kill absolutely loved museum native bird display entrancing cyclone tracey exhibit moving must visit tourist free locker available loved
51,Museum,Event venue,Heritage museum,History museum,Museum,True,en,8 months ago,2024-12-28T03:47:20.099Z,No,Weekday,No wait,157,1196,5,Northern Territory,"Love it, great friendly service by the two fellas working, great displays and well laid out with good information available.  Hot day so the massive fans in the shed made a huge difference.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,34,free admission donation appreciated learn history darwin tracy cyclone aboriginal people art animal around area good place go hot weather also good bring kid recommend allow 12 hour museum even longer relax travel schedule gift shop lot sell staff friendly
52,Museum,Event venue,Heritage museum,History museum,Museum,True,en,Edited a year ago,2023-09-29T06:45:51.680Z,No,Weekday,No wait,721,1196,5,Northern Territory,"At $16/adult this was well worth the cost. The displays are informative and well done. The staff we welcoming and friendly, letting people know what to look for. Everything was well laid out and easy to access. Enjoyable to spend a couple of hours wandering around.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,46,must go place want know city territory
53,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 years ago,2022-08-02T09:20:21.481Z,Not sure,Weekend,No wait,381,1196,5,Northern Territory,"About 10 km from the city centre, this amazing museum is a must see in Darwin. There's a vast array of Aircrafts/Helicopters ranging from light biplane like -- Tigermoth, to famous WW2 Spitfire fighter, Sabre jet, F-111C Jet, to the mighty B52 Bomber. But the B52 Bomber truly appears like a Monolith dwarfing all other planes/everything else, with its huge wingspan, mounted with Eight (8) Huge Pratt & whitney Jet engines! This Enormous Aircraft almost occupies the entire length & width of this beautiful museum hangar so to speak. There's lots of history about WW2. Few short documentary videos of Darwin bombing etc are available to watch. You can easily spend 90 minutes to about 2 hours inside this amazing aviation museum and still not have enough of it. Very good staff at the reception. Highly recommended.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,137,end wharf 10 15 minute walk waterfront also take free shuttle bus run quite frequently museum small plenty spent 15 hour virtual reality headset depicts scene plane bombing 8 minute 2 hologram movie 20 minute also sit pilot seat real size plane pretty cool informative
54,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 weeks ago,2025-08-22T05:45:39.838Z,No,Weekday,No wait,39,1196,5,Northern Territory,Had a great time wondering around the air museum if you take your time and read about various exhibits you can learn a lot from the the past and not so long ago in Australian air history great place to visit.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,41,informative interactive numerous display helped u getting much better appreciation darwin bombing great work carried rfd thought entry fee bit steep however soon got realising reliant service donation sponsorship
55,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 years ago,2021-03-31T11:13:48.285Z,No,Weekday,No wait,576,1196,5,Northern Territory,"Awesome place to visit, reasonably priced and we spent over an hour here with 3 young kids. Avoid the gift shop as you will want to buy everything lol. Freindly and informative staff. A must see if in the Darwin area.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2021,41,great place lot information culture definitely worth visit free plus restaurant attached great meal breakfast dinner easily spend hour especially maritime section different boat canoe large roof artwork quite something exhibition 51 taxidermied body sweetheart croc fascinating well vessel full sail quite sight see get chance go look wont disappointed thoroughly enjoyed
56,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2022-10-25T01:41:59.444Z,No,Weekday,No wait,408,1196,5,Northern Territory,Only a hop from Dawrin city. This place is a labour of love! It was easy to navigate and with easy to read signs. Really appreciated being able to touch the aircraft both inside and out of the hanger. We travelled early October and boy the tin shed gets hot! The staff have set up fans to circulate the air but come prepared.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,63,wonderful gallery nadio exhibition truly amazing
57,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-06-21T02:58:26.722Z,No,Weekday,No wait,153,1196,5,Northern Territory,Love this place you can get so close to planes and jets lots of information on all planes and the big bomber wow. Staff great kids would love it. It's a must see 😀😎,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,34,disappointing shop gift suvoneer relating cyclone tracey sweetheart instead gift shop focused overseas tourist majority gift made china aboriginal artefact need cater tourist
58,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-07-13T09:19:35.440Z,No,Weekday,No wait,41,1196,5,Northern Territory,Great place to hear about early flights to Australia and WW2 history,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,12,amazing easy walk around variety exhibit perfect coffee cafe
59,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-07-26T00:13:31.613Z,No,Weekday,No wait,248,1196,5,Northern Territory,Great spot next to the airport. Loads of different planes to see and info to take in. Easy to get the baby round and also had ba y changing.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,29,compact intensely interesting museum art gallery particularly enjoyed cyclone tracy exhibit extensive collection aboriginal art
60,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-06-01T01:43:33.384Z,Not sure,Weekend,No wait,143,1196,5,Northern Territory,"An excellent aviation museum, possibly one of the best in Australia.  Lots of RAAF & USAF aircraft including a B-52.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,21,one favourite place darwin there sweetheart crocodile love cyclone tracy display fabulous great cafe
61,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 years ago,2022-07-16T03:21:49.730Z,No,Weekend,No wait,12,1196,5,Northern Territory,"The museum is great lots of information, B52 is huge and loads of other planes and video presentations. Gift shop is clean and some tables to have a drink and snack from the fridge. Staff were wonderfull.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,37,idea existed driving around friend interstate much attention detail gone planning small museum although small dont fooled packed much information every 20 minute air raid siren go go middle building going leave wont ruin experience lot information royal flying doctor well darwin bombing much didnt know bombing cant wait come back watch viewing next time
62,Museum,Event venue,Heritage museum,History museum,Museum,True,en,6 years ago,2018-10-29T01:56:01.468Z,No,Weekday,No wait,93,1196,5,Northern Territory,Great experience. Always a favourite place to visit in Darwin. The sheer size of the B52 is one thing but the highlight is all the memorabilia and parts from old wrecks like the Japanese Zero that really capture your imagination. Getting to sit in the bomb bay of the B52 was a treat too!,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2018,54,surprisingly amazing im museum person rainy weather lot else darwin figured would check beautiful indigenous artwork cafe pretty basic nice option
63,Museum,Event venue,Heritage museum,History museum,Museum,False,en,3 months ago,2025-05-23T07:45:24.611Z,No,Weekend,No wait,6,1196,4,Northern Territory,Awesome experience.  Very well done and quite sobering particularly the holocaust museum. The cafe is a bit basic but functional enough.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,22,planned many wedding event museum art gallery northern territory one favourite venue private back space great blank canvas would suit many type wedding style staff friendly helpful
64,Museum,Event venue,Heritage museum,History museum,Museum,True,en,8 years ago,2017-03-04T19:43:48.491Z,No,Weekday,No wait,89,1196,4,Northern Territory,Just teaming with amazing aviation lore and relics. Fascinating displays that are well kept. Place is a bit dated but hey so is the content! Highly recommend seeing this priceless collection of Australian Aviation history.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2017,35,wonderful exhibition one megafauna cyclone tracy particularly good
65,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-08-01T16:36:19.309Z,No,Weekend,No wait,47,1196,5,Northern Territory,"I have been to Darwin a few times now and did not realise this museum existed.

Worth a visit for one of the very few B52s on display in the world. But there's so much more here. Even my wife enjoyed it.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,41,beautiful museum fresh vibrant full relative history area state also free definite must staff also helpful approachable
66,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-05-23T12:11:55.761Z,No,Weekday,No wait,30,1196,5,Northern Territory,"Has so much cool planes  a whole B52 Bomber,choopers and history make sure u allow a few hours as there is alot to see and take in 😍🤩🤙💚 would highly recommend it and gives young kids a bit of idea of what man and woman gave up there lives or how tough it was back then compared to how we all have pretty good this day and age🤦‍♂️🫣",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,69,loved indigenous artwork section cyclone tracey also informative sound recording made cyclone real eyeopener highly recommend visiting
67,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-08-11T08:57:22.794Z,No,Weekday,No wait,97,1196,5,Northern Territory,"You need at least 2hrs, exhibits where good",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,8,one best museum ive australia free admission natsiaa art award showing amazing work recorded memory cyclone 74 engaging large exhibition real boat impressive account travel vietnam touching overall much see great cafe beautiful location water excellent resource way spend half day darwin
68,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-07-06T22:36:43.904Z,No,Weekday,No wait,43,1196,4,Northern Territory,Really interesting history of Darwin WW2 Cyclone Tracey & RAAF men & women involvement.  Loved the HUGE B52 & other planes.  Thank you,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,25,interesting place lot interactive thing seegive donation never know need use
69,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 years ago,2021-01-07T11:40:38.325Z,No,Weekday,No wait,238,1196,4,Northern Territory,"We paid $24 for two senior ticks, and we had the place virtually to ourselves on a quiet weekday morning, before a tour bus rolled up and disgorged a few more souls.

There is a shop selling books, t-shirts, souvenirs and the like. I noticed some tables and chairs at the back of the shop, which once upon a time may have been for food service from a cafe which doesn’t exist anymore, but it’s handy if you want to bring your own lunch and need a place to sit down.

The museum is quite easy to get to. From the bus stop outside Woolies in Cavenagh St., it took us about 25 mins to get there on bus no. 5. Getting back wasn’t so easy though, requiring us to cross over the busy Stuart Highway, and get the bus on the other side, where they aren’t so frequent. We waited about 35 minutes for bus no 8 to take us back to the city. It’s advisable therefore to plan your visit, if using pub transport, so as not to spend too much time waiting at the bus shelter on the Highway near the Darwin Showgrounds, with very little in the way of shops or cafes in the near vicinity.

But back to the museum! It’s main attraction is the massive B52 bomber, right in the centre of the hangar. You can peek inside the cockpit and go down into the belly of the beast where an improvised little cinema has been set up that shows a movie of the history of the B-52 bomber, it’s association with Aust and how this particular one came to be where it is today.

Just near the entrance is another little theatre which shows two movies: one called the “Battle of Australia”, about the bombing of Darwin and the aftermath, another one which I only saw snippets of, showcasing Darwin’s aviation history.

But the principal focus here is a military one, and most of the exhibits are military aircraft, from WW2 onwards including aforementioned B-52 bomber, the famous Aussie Sabre fighter, the Cobra attack helicopter and various other instruments of war, alongside some exhibits of civil aviation.

There’s plenty to see, and the exhibits are well spaced out in a large and airy hangar, making it a breeze to comfortably move around from one exhibit to the next. The lack of crowds also helped.

I did notice that the exhibits seemed quite old, and probably haven’t been updated for a few decades. One exhibit of civilian aviation had a sign that said “This Display Sponsored by Ansett Australia'', but we all know that Ansett Aust went out of business nearly 20 yrs ago. Time to update, guys.

Toilets are in the far corner just as you enter the exhibition hall. The gents are a tad small with only one cubicle, which isn’t really adequate.

But still, coming here was a worthwhile experience, and it’s an enjoyable way to spend a few hours while in Darwin. I recommend a visit.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2021,497,nice interesting display cultural art fauna found nt recommend spending half day allocated 2 hour initially return next day extra 3 hour
70,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2023-10-27T05:48:25.339Z,No,Weekday,No wait,47,1196,5,Northern Territory,What a great museum full of WW2 artefacts and recent notable aircraft. Definitely worth a visit if you're an aviation tragic!,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,21,youre darwin def come check place lot different painting statue history stuff entry free nearby beautiful beach sure allowed swim tho really enjoyed museum today
